"id","cwd_sep_apr","temp_sep_apr","ppt_sep_apr"
"1294319",516.200007691979,13.1193747067591,184.000002741814
"1294320",670.100009985268,13.0718747078208,95.2000014185906
"1309845",630.000009387732,13.4931246984051,70.9000010564923
"1321489",429.90000640601,12.8806247120956,302.900004513562
"1334248",550.000008195639,14.8931246671127,150.500002242625
"1355516",325.200004845857,11.5337497422006,337.700005032122
"1355531",322.800004810095,12.3962497229222,368.400005489587
"1367098",392.400005847216,9.63999978452921,258.60000385344
"1367099",545.500008128584,15.4437496548053,175.100002609193
"1367100",247.700003691018,8.56812480848748,424.900006331503
"1367101",337.600005030632,12.0637497303542,329.000004902482
"1367102",397.500005923211,10.0156247761333,190.600002840162
"1367103",294.400004386902,9.98624977678991,744.800011098385
"1367104",372.300005547702,15.6381246504607,613.000009134412
"1367417",618.900009222329,12.8718747122912,84.9000012651085
"1367420",720.700010739267,13.0856247075135,50.4000007510185
"1367422",249.000003710389,11.9456247329945,448.600006684661
"1367424",379.100005649031,13.3687497011852,249.200003713369
"1367425",379.100005649031,13.3687497011852,249.200003713369
"1368879",270.900004036724,11.5243747424101,362.00000539422
"1368880",270.900004036724,11.5243747424101,362.00000539422
"1368881",287.900004290044,11.5262497423682,429.000006392599
"1401880",315.800004705786,12.6781247166218,364.100005425513
"1401895",556.100008286536,12.6324997176416,143.200002133846
"1401918",302.100004501641,10.6856247611577,264.900003947318
"1401920",279.500004164874,10.5587497639935,266.90000397712
"1402074",132.100001968443,11.3887497454416,657.000009790063
"172732",185.400002762675,8.59874980780296,280.900004185736
"172734",387.60000577569,12.101249729516,267.600003987551
"172736",234.300003491342,12.701874716091,597.700008906425
"172737",359.600005358458,12.64062471746,351.000005230308
"172738",334.300004981458,11.8299997355789,313.300004668534
"172739",432.400006443262,11.2681247481378,237.000003531575
"172745",394.000005871057,11.9074997338466,353.900005273521
"172746",299.100004456937,12.5231247200863,417.300006218255
"172747",297.100004427135,12.6012497183401,490.400007307529
"172748",416.800006210804,11.3987497452181,282.000004202128
"172749",447.400006666779,11.1974997497164,234.400003492832
"172751",467.200006961822,11.6106247404823,210.200003132224
"172752",249.000003710389,11.9456247329945,448.600006684661
"172753",408.800006091595,11.3993747452041,259.400003865361
"172754",491.700007326901,12.3931247229921,204.500003047287
"172762",441.900006584823,12.5118747203378,196.000002920628
"172766",259.500003866851,13.116249706829,369.500005505979
"1893550",235.200003504753,10.9856247544521,534.700007967651
"1893551",322.800004810095,13.5906246962259,333.200004965067
"1893552",404.20000602305,13.0006247094134,309.90000461787
"1893553",401.900005988777,14.3937496782746,319.400004759431
"1893554",254.200003787875,14.1181246844353,464.20000691712
"1893556",366.000005453825,11.7787497367244,331.400004938245
"1893564",175.600002616644,11.4268747445894,963.500014357269
"1893565",302.700004510581,12.0349997309968,302.200004503131
"1893612",481.30000717193,12.8106247136602,147.300002194941
